,Media,Date,Tweet,Compound Score,Positive Score,Negative Score,Neutral Score,Tweets Ago
252,@CNN,Tue Jul 10 12:00:16 +0000 2018,A New Jersey woman who depended on an electric-powered oxygen tank to breathe died hours after power was cut off to… https://t.co/rvgkGVZflB,-0.6908,0.0,0.231,0.769,53
253,@CNN,Tue Jul 10 11:50:06 +0000 2018,A Florida man had a heart attack while laying sod in his front yard to avoid getting a fine from his homeowner's as… https://t.co/WsXB8dlLbG,-0.5423,0.072,0.211,0.717,54
254,@CNN,Tue Jul 10 11:40:04 +0000 2018,Where Supreme Court nominee Brett Kavanaugh stands on key issues https://t.co/DHW2MSvdCw https://t.co/xlP8EkJ7xt,0.5574,0.247,0.0,0.753,55
255,@CNN,Tue Jul 10 11:30:11 +0000 2018,President Trump's remarkably predictable and practical Supreme Court pick | Analysis by @CillizzaCNN… https://t.co/n6l8RO956j,0.5574,0.231,0.0,0.769,56
256,@CNN,Tue Jul 10 11:20:03 +0000 2018,Tesla has increased the cost of its flagship models in the world's biggest auto market by around 20% after China im… https://t.co/Mh5mXOgCse,0.3612,0.149,0.0,0.851,57
257,@CNN,Tue Jul 10 11:10:09 +0000 2018,"5 things for Tuesday:

- Supreme Court
- Thailand cave rescue
- Separated families
- Brexit
- Plastic straws… https://t.co/3gCN5Zuihi",0.7845,0.365,0.0,0.635,58
258,@CNN,Tue Jul 10 11:00:03 +0000 2018,George Clooney has been released from an Italian hospital after being thrown over the top of his scooter when he wa… https://t.co/BnTYHxQZZI,0.2023,0.079,0.0,0.921,59
259,@CNN,Tue Jul 10 10:50:04 +0000 2018,Small states are getting a much bigger say in who gets on the Supreme Court | Analysis by @RonBrownstein… https://t.co/xAd2tH7Lvo,0.5574,0.175,0.0,0.825,60
260,@CNN,Tue Jul 10 10:36:42 +0000 2018,Another former OSU wrestler says Jim Jordan knew about alleged abuse https://t.co/ot6uKBR6yo https://t.co/gwoSqIwkBi,-0.6369,0.0,0.259,0.741,61
261,@CNN,Tue Jul 10 10:22:55 +0000 2018,"JUST IN: An eleventh boy has been rescued from the Thai cave, according to an eyewitness who is part of the rescue… https://t.co/HtS6z3ApV4",0.4215,0.113,0.0,0.887,62
262,@CNN,Tue Jul 10 10:11:51 +0000 2018,"Former national security adviser Michael Flynn, the only former Trump administration official so far charged in the… https://t.co/8k4LYe5qwh",0.0828,0.117,0.101,0.781,63
263,@CNN,Tue Jul 10 09:49:27 +0000 2018,BREAKING: A tenth boy has been brought out of the Thai caves. Two boys and their soccer coach remain inside as resc… https://t.co/QeL33w9Efm,0.0,0.0,0.0,1.0,64
264,@CNN,Tue Jul 10 09:26:51 +0000 2018,"JUST IN: A ninth boy has been rescued from a Thai cave, after more than two weeks trapped there. 

Three boys and t… https://t.co/zavDr8txEO",-0.1531,0.107,0.13,0.763,65
265,@CNN,Tue Jul 10 09:17:03 +0000 2018,"What weighs 600 kilograms, is 4.71 meters long and is believed to be more than 60-years-old? This captured croc.… https://t.co/6VyoPTsAJ9",0.0,0.0,0.0,1.0,66
266,@CNN,Tue Jul 10 09:05:06 +0000 2018,The world's largest vertical farm is coming to Dubai https://t.co/fF65FpYxB7 via @CNNTravel https://t.co/QtBigHlPdx,0.0,0.0,0.0,1.0,67
267,@CNN,Tue Jul 10 08:53:57 +0000 2018,Donald Trump's remarkably predictable and practical Supreme Court pick | Analysis by @CillizzaCNN… https://t.co/TlNgJ56GiR,0.5574,0.231,0.0,0.769,68
268,@CNN,Tue Jul 10 08:13:35 +0000 2018,"Kavanaugh pick was scripted end to Trump's reality show | Analysis by @StCollinson, @JDiamond1 and @jeffzeleny… https://t.co/HXHjMAeiXv",0.0,0.0,0.0,1.0,69
269,@CNN,Tue Jul 10 07:36:54 +0000 2018,RT @cnni: We're live on Facebook near the Thai cave where an operation to rescue the final four trapped boys and their soccer coach is unde…,-0.0258,0.107,0.111,0.782,70
270,@CNN,Tue Jul 10 07:06:07 +0000 2018,"In an experiment, Australian scientists have successfully wiped out more than 80% of disease-carrying mosquitoes in… https://t.co/wAX3QEbyQQ",0.4939,0.167,0.0,0.833,71
271,@CNN,Tue Jul 10 06:52:05 +0000 2018,"The Samoan government has launched an inquiry into the deaths of two one-year-old infants, who died within minutes… https://t.co/IkrBtdhuFL",-0.4767,0.068,0.163,0.769,72
272,@CNN,Tue Jul 10 06:48:44 +0000 2018,"RT @CuomoPrimeTime: President Trump’s Supreme Court pick Brett Kavanaugh has an ""enormously expansive"" vision of presidential power that is…",0.7076,0.257,0.0,0.743,73
273,@CNN,Tue Jul 10 06:40:05 +0000 2018,UK's Theresa May attempts to salvage Brexit strategy amid attacks from all sides https://t.co/ZnyVTdRBhi https://t.co/ALbTJ6lieW,-0.4404,0.0,0.172,0.828,74
274,@CNN,Tue Jul 10 06:31:05 +0000 2018,"Bruises cover the face of Rodolfo Rodriguez, 91, who says he was attacked by a group of people while going for a wa… https://t.co/payG3R8r4t",-0.4588,0.0,0.125,0.875,75
275,@CNN,Tue Jul 10 06:03:53 +0000 2018,"Liu Xia, the wife of late Nobel Peace Prize laureate Liu Xiaobo flies to Germany after 8 years of house arrest, acc… https://t.co/ibMwU54q6m",0.6597,0.241,0.085,0.674,76
276,@CNN,Tue Jul 10 06:01:05 +0000 2018,"Babies sleep better when they begin solid food early, study says https://t.co/9z2Ly911FT https://t.co/fsfocg2Vj6",0.5423,0.29,0.0,0.71,77
277,@CNN,Tue Jul 10 05:47:07 +0000 2018,"The mission to rescue the four final boys and their soccer coach from a cave in northern Thailand is underway. 

Re… https://t.co/eraCcUDXSn",0.5106,0.142,0.0,0.858,78
278,@CNN,Tue Jul 10 05:46:00 +0000 2018,"The ""blind"" Cheetah 3 robot developed by the MIT is designed to avoid obstacles and climb stairs using ""feel"" inste… https://t.co/52mHJuE5lR",-0.5859,0.0,0.211,0.789,79
279,@CNN,Tue Jul 10 05:31:07 +0000 2018,YouTube says it has a plan to stem the flow of misinformation videos https://t.co/2QALq0Zy83 https://t.co/apZaodgNqk,-0.3182,0.0,0.15,0.85,80
280,@CNN,Tue Jul 10 05:16:00 +0000 2018,A recent study found that humans on the moon increased its temperature. Here's why: https://t.co/PdagTRQmin https://t.co/AmoQwTPa0d,0.2732,0.13,0.0,0.87,81
281,@CNN,Tue Jul 10 05:01:06 +0000 2018,"She found her ring in the ashes of their home, so he proposed all over again https://t.co/0axkibJEPg https://t.co/Yvny48JnCD",0.0,0.0,0.0,1.0,82
282,@CNN,Tue Jul 10 04:46:00 +0000 2018,Electric scooters have overtaken the streets in several cities around the world. Now lawmakers are struggling to re… https://t.co/pfI5ltM0Eo,-0.4215,0.0,0.135,0.865,83
283,@CNN,Tue Jul 10 04:31:07 +0000 2018,A planned project in Dubai that's being billed as the world's largest vertical farm will soon feed the Middle East'… https://t.co/eOEjmWZi7g,0.0,0.0,0.0,1.0,84
284,@CNN,Tue Jul 10 04:16:00 +0000 2018,Starbucks is going strawless. The coffee company announced Monday that it will phase out plastic straws from all of… https://t.co/m3cbMiBf2S,0.0,0.0,0.0,1.0,85
285,@CNN,Tue Jul 10 04:08:03 +0000 2018,A Florida man had a heart attack while laying sod in his front yard to avoid getting a fine from his homeowner's as… https://t.co/Sy8W3CJv78,-0.5423,0.072,0.211,0.717,86
286,@CNN,Tue Jul 10 04:01:00 +0000 2018,"Chicago has been Sears' headquarters for a century. Now, the struggling retailer is closing its last location in th… https://t.co/5PckWUh8s9",-0.4215,0.0,0.135,0.865,87
287,@CNN,Tue Jul 10 03:46:04 +0000 2018,"Johnny Depp is being sued by a location manager who worked on his upcoming movie ""City of Lies"" for allegedly punch… https://t.co/ys1O8m7L5G",-0.4215,0.0,0.123,0.877,88
288,@CNN,Tue Jul 10 03:31:10 +0000 2018,The National Republican Congressional Committee has pulled its support for a New Jersey Republican congressional no… https://t.co/bFIiFZuFxK,0.4019,0.153,0.0,0.847,89
289,@CNN,Tue Jul 10 03:27:33 +0000 2018,President Trump has nominated Judge Brett Kavanaugh to fill the seat created by Justice Anthony Kennedy's retiremen… https://t.co/Yks3oSBjW2,0.6597,0.252,0.0,0.748,90
290,@CNN,Tue Jul 10 03:25:06 +0000 2018,J.M. Smucker is offloading the Pillsbury Doughboy and other baking brands https://t.co/xcHkjhULIX https://t.co/mcSkSlzXS7,0.0,0.0,0.0,1.0,91
291,@CNN,Tue Jul 10 03:22:32 +0000 2018,"RT @CNNTonight: ""The truth is, this pick is a disaster for the American people. The reality is, that ... Brett Kavanaugh is a judge ... who…",-0.4215,0.081,0.144,0.775,92
292,@CNN,Tue Jul 10 03:16:02 +0000 2018,The Senate fight for Brett Kavanaugh's #SCOTUS confirmation is already in progress https://t.co/RpyqSKUpW4 https://t.co/2AZZOaK4VJ,0.0516,0.161,0.149,0.69,93
293,@CNN,Tue Jul 10 03:09:08 +0000 2018,"Meet Lei Jun, the CEO mastermind behind Chinese smartphone maker Xiaomi https://t.co/N6AK35utV3 https://t.co/npzx074FLW",0.0,0.0,0.0,1.0,94
294,@CNN,Tue Jul 10 03:08:02 +0000 2018,Where Supreme Court nominee Brett Kavanaugh stands on key issues https://t.co/cCotNbOLZV https://t.co/DOMQVkW4qU,0.5574,0.247,0.0,0.753,95
295,@CNN,Tue Jul 10 03:07:43 +0000 2018,"RT @CNNTonight: ""This is his version of July 4th, which is Independence Day...he's no longer going to take a bullet for the President...he'…",-0.296,0.0,0.095,0.905,96
296,@CNN,Tue Jul 10 03:01:03 +0000 2018,Donald Trump's remarkably predictable and practical Supreme Court pick | Analysis by @CillizzaCNN… https://t.co/ZnB40rLDi5,0.5574,0.231,0.0,0.769,97
297,@CNN,Tue Jul 10 02:49:25 +0000 2018,Divers and rescue workers in Thailand have begun what could be the final push to free four boys and their soccer co… https://t.co/wO6UoxPOUj,0.765,0.239,0.0,0.761,98
298,@CNN,Tue Jul 10 02:44:57 +0000 2018,Trump #SCOTUS pick Brett Kavanaugh has a deep conservative legal record and has written that Presidents should be s… https://t.co/7KjzEZoCWa,0.128,0.077,0.0,0.923,99
299,@CNN,Tue Jul 10 02:36:11 +0000 2018,"""Hey hey, ho ho! Kavanaugh has got to go!"" Outside the Supreme Court building in Washington, protesters chant to op… https://t.co/aDEiUJg3Ia",0.508,0.167,0.076,0.757,100
300,@FoxNews,Tue Jul 10 20:14:42 +0000 2018,"Leonard Leo: ""I think Brett Kavanaugh's record shows that he goes into a case being fair and open-minded, and he do… https://t.co/58TSk7vMbG",0.3182,0.103,0.0,0.897,1
301,@FoxNews,Tue Jul 10 20:07:34 +0000 2018,JUST IN: France edges Belgium to reach World Cup final. https://t.co/oJdUd1Wutt,0.0258,0.099,0.0,0.901,2
302,@FoxNews,Tue Jul 10 20:02:12 +0000 2018,Trace Gallagher reports on the NFL Players Association filing a grievance over the league's new national anthem pol… https://t.co/XUk1YAoT8c,-0.4767,0.0,0.154,0.846,3
303,@FoxNews,Tue Jul 10 20:01:13 +0000 2018,Illegal border crossing would become felony offense under proposed GOP bill. https://t.co/LHJhEqf4tl,-0.8442,0.0,0.503,0.497,4
304,@FoxNews,Tue Jul 10 19:50:00 +0000 2018,TONIGHT: @VP Mike Pence gives his take on the Supreme Court nominee on @SpecialReport with @BretBaier. Tune in at 6… https://t.co/EtE022Tn5h,0.5574,0.153,0.0,0.847,5
305,@FoxNews,Tue Jul 10 19:47:20 +0000 2018,"WATCH: Rescuers in Mesa, AZ pulled a woman to safety after her car went into a canal during a storm. @ShepNewsTeam https://t.co/tWzpP148Vm",0.4215,0.135,0.0,0.865,6
306,@FoxNews,Tue Jul 10 19:37:12 +0000 2018,Incredible surveillance video shows a man pulled from train tracks moments before a train pulled into the station.… https://t.co/QeVuNF9OCF,0.0,0.0,0.0,1.0,7
307,@FoxNews,Tue Jul 10 19:27:26 +0000 2018,Detroit baby girl drowns in basement after falling through hole in home's floor https://t.co/R47FjaDJ9B,-0.5859,0.0,0.286,0.714,8
308,@FoxNews,Tue Jul 10 19:15:08 +0000 2018,".@SenSchumer: ""Not only did Mr. Kavanaugh say that a president should not be subpoenaed, he said a president should… https://t.co/gmLREatYLc",0.0,0.0,0.0,1.0,9
309,@FoxNews,Tue Jul 10 19:07:58 +0000 2018,.@POTUS arrives in Europe ahead of his meetings with @NATO leaders. https://t.co/VJN78VUGcX https://t.co/vOHx7JV4UB,0.0,0.0,0.0,1.0,10
310,@FoxNews,Tue Jul 10 18:55:42 +0000 2018,".@JohnCornyn: ""The reason why I think the left is so afraid of this nomination is because they view the judiciary a… https://t.co/yP6yZgpKU8",0.0,0.0,0.0,1.0,11
311,@FoxNews,Tue Jul 10 18:45:23 +0000 2018,.@YouTube investing $25M in journalism and pushing 'authoritative' sources https://t.co/mDFYhLx1Jp,0.0,0.0,0.0,1.0,12
312,@FoxNews,Tue Jul 10 18:36:26 +0000 2018,"RT @FoxNewsResearch: The last Supreme Court justice to be confirmed unanimously by the Senate was Anthony Kennedy in 1988

•1988 (Reagan)
—…",0.7906,0.259,0.0,0.741,13
313,@FoxNews,Tue Jul 10 18:29:53 +0000 2018,Democratic Senators speak about @POTUS' Supreme Court nominee Brett Kavanaugh. https://t.co/ZXv8lRYXSR,0.5574,0.265,0.0,0.735,14
314,@FoxNews,Tue Jul 10 18:09:22 +0000 2018,"OPINION: Doug Schoen: On Kavanaugh, red state Democrats face a 'nightmare decision' https://t.co/ZIi1VONwKX",0.0,0.0,0.0,1.0,15
315,@FoxNews,Tue Jul 10 18:06:59 +0000 2018,Kavanaugh's support for shielding sitting presidents from prosecution riles Dems https://t.co/bPoQGDB7UF,-0.128,0.181,0.215,0.604,16
316,@FoxNews,Tue Jul 10 17:50:08 +0000 2018,.@SenCoryGardner: “We simply can’t care more about the security of governments in Europe than the governments of Eu… https://t.co/0UOMqHdbz5,0.7063,0.256,0.0,0.744,17
317,@FoxNews,Tue Jul 10 17:40:07 +0000 2018,Mississippi couple hosts strangers' wedding inside their home after nuptials are rained out https://t.co/1kVJ9l2MAh,0.0,0.0,0.0,1.0,18
318,@FoxNews,Tue Jul 10 17:20:18 +0000 2018,Veteran says he's forced to sell home after HOA fines him for hanging US flag in flower pot https://t.co/hgPbjEFlsO,-0.4588,0.0,0.143,0.857,19
319,@FoxNews,Tue Jul 10 17:16:20 +0000 2018,".@SenThomTillis: “I believe that he’s going to get confirmed and be on the bench before the next SCOTUS session.""… https://t.co/fTWfAKlTym",0.0,0.0,0.0,1.0,20
320,@FoxNews,Tue Jul 10 17:10:41 +0000 2018,Battle begins over Judge Kavanaugh nomination #OutnumberedOT https://t.co/uxCiLKdSJU https://t.co/yxF2GHuz8q,-0.3818,0.0,0.245,0.755,21
321,@FoxNews,Tue Jul 10 17:01:42 +0000 2018,Grandpa tasked with recording marriage proposal accidentally captures his own reaction instead https://t.co/Vt25IOWPLX,-0.34,0.0,0.167,0.833,22
322,@FoxNews,Tue Jul 10 16:51:37 +0000 2018,"OPINION: John Fund: Kavanaugh can only be stopped by one narrow path -- Durbin, Schumer know what it is https://t.co/5ViBf8Ta5Z",-0.2263,0.0,0.091,0.909,23
323,@FoxNews,Tue Jul 10 16:45:11 +0000 2018,Flynn 'eager' to proceed to sentencing after mysterious delays https://t.co/nGkYVyb1rv,-0.1531,0.0,0.151,0.849,24
324,@FoxNews,Tue Jul 10 16:43:36 +0000 2018,.@SouthwestAir to stop serving peanuts on all flights https://t.co/GZpsdCU37y,-0.296,0.0,0.216,0.784,25
325,@FoxNews,Tue Jul 10 16:40:41 +0000 2018,.@KatiePavlich on the confirmation battle ahead for Supreme Court nominee Judge Brett Kavanaugh #Outnumbered https://t.co/yL19qHsBgF,0.25,0.188,0.135,0.677,26
326,@FoxNews,Tue Jul 10 16:36:44 +0000 2018,What is 'cave disease'? Thai soccer team placed in isolation as doctors monitor for infections https://t.co/FzAdgY2zpp,-0.4019,0.0,0.153,0.847,27
327,@FoxNews,Tue Jul 10 16:25:57 +0000 2018,George Clooney escapes major injury in Italy motorbike accident https://t.co/739BCsjFUm,-0.6597,0.104,0.41,0.486,28
328,@FoxNews,Tue Jul 10 16:22:31 +0000 2018,Marie Harf on the confirmation battle ahead for Supreme Court nominee Judge Brett Kavanaugh #Outnumbered https://t.co/PKHaCM6pD3,0.25,0.178,0.129,0.693,29
329,@FoxNews,Tue Jul 10 16:19:16 +0000 2018,TONIGHT: @VP Mike Pence gives his take on the Supreme Court nominee on @SpecialReport with @BretBaier. Tune in at 6… https://t.co/xDljyC0cfE,0.5574,0.153,0.0,0.847,30
330,@FoxNews,Tue Jul 10 16:15:50 +0000 2018,Warner Bros. proposes solution to Hollywood sign tourist traffic with $100 million aerial tramway https://t.co/AHQBr7dPV2,0.3182,0.141,0.0,0.859,31
331,@FoxNews,Tue Jul 10 16:04:22 +0000 2018,"Body-cam footage shows New Jersey cops saving girl, 2, who nearly drowned https://t.co/MC51TXEw6h",-0.5994,0.0,0.245,0.755,32
332,@FoxNews,Tue Jul 10 16:01:14 +0000 2018,".@AriFleischer: “If you want a strong NATO, spend more on defense, honor your commitments and that’s the way you st… https://t.co/adF0UQWT3p",0.8534,0.431,0.0,0.569,33
333,@FoxNews,Tue Jul 10 15:58:33 +0000 2018,"Trump's presidential pardons include Jack Johnson, Joe Arpaio, others: A complete list https://t.co/qFJ6Iz2Cyh",0.296,0.167,0.0,0.833,34
334,@FoxNews,Tue Jul 10 15:48:08 +0000 2018,".@KarlRove: “The president has made an enormously important choice for the Supreme Court."" @AmericaNewsroom… https://t.co/gZYxUXhr5C",0.6901,0.305,0.0,0.695,35
335,@FoxNews,Tue Jul 10 15:43:46 +0000 2018,"Trump says FBI's Strzok, Page getting 'cold feet' ahead of Capitol Hill sessions (via @brookefoxnews) https://t.co/lpIyHrehRW",0.0,0.0,0.0,1.0,36
336,@FoxNews,Tue Jul 10 15:35:28 +0000 2018,Stray shot kills California woman in Mexico City for wedding anniversary https://t.co/DuZ6CXHjzB,-0.5423,0.0,0.241,0.759,37
337,@FoxNews,Tue Jul 10 15:33:51 +0000 2018,"RT @FoxBusiness: .@stacey_cunning on heading the @NYSE: ""I'm really excited to be leading it."" https://t.co/V72lRNJfTU",0.4005,0.161,0.0,0.839,38
338,@FoxNews,Tue Jul 10 15:33:33 +0000 2018,"RT @FoxBusiness: .@NYSE President @stacey_cunning: ""The U.S. equity markets are the deepest, most liquid markets in the world and we want t…",0.0772,0.058,0.0,0.942,39
339,@FoxNews,Tue Jul 10 15:33:12 +0000 2018,"RT @FoxBusiness: .@NYSE President @stacey_cunning on IPO market: ""We raised more capital in January than we have in the history of the New…",0.0,0.0,0.0,1.0,40
340,@FoxNews,Tue Jul 10 15:32:55 +0000 2018,"RT @FoxBusiness: .@NYSE President @stacey_cunning on China trade: ""We want to make sure that the U.S. markets remain competitive globally.""…",0.5106,0.238,0.0,0.762,41
341,@FoxNews,Tue Jul 10 15:29:14 +0000 2018,Kavanaugh's staunch gun-rights defense among hundreds of decisions in spotlight https://t.co/YWsWdne1U9,0.128,0.13,0.0,0.87,42
342,@FoxNews,Tue Jul 10 15:22:37 +0000 2018,Judge Kavanaugh meets with @VP Mike Pence and @SenateMajLdr https://t.co/XecmQ7YJzJ,0.0,0.0,0.0,1.0,43
343,@FoxNews,Tue Jul 10 15:12:05 +0000 2018,.@guypbenson: “Judge Kavanaugh is unquestionably qualified for the job.” https://t.co/rgOSkls2Xw @AmericaNewsroom https://t.co/TyE9vhECzb,0.0,0.0,0.0,1.0,44
344,@FoxNews,Tue Jul 10 15:08:38 +0000 2018,Kansas city gets $107G from family's insurance company after child damages glass sculpture https://t.co/pZoNhEVA4x,-0.4404,0.0,0.182,0.818,45
345,@FoxNews,Tue Jul 10 14:56:42 +0000 2018,How do presidential pardons work? https://t.co/AoutcWRwps,0.296,0.306,0.0,0.694,46
346,@FoxNews,Tue Jul 10 14:53:16 +0000 2018,NJ dad may lose all 4 limbs after contracting bacterial infection while crabbing https://t.co/EiaXSEE6lU,-0.4019,0.0,0.184,0.816,47
347,@FoxNews,Tue Jul 10 14:48:26 +0000 2018,.@KellyannePolls: “This president makes very clear that if there is an opportunity for Russia and the U.S. to work… https://t.co/9vwoErB2a8,0.6901,0.24,0.0,0.76,48
348,@FoxNews,Tue Jul 10 14:44:51 +0000 2018,".@KellyannePolls: The president’s been very clear that we are committed to the NATO alliance, but he also wants eve… https://t.co/LFLBUYXI1l",0.3604,0.163,0.0,0.837,49
349,@FoxNews,Tue Jul 10 14:40:27 +0000 2018,Breaking News: @POTUS pardons ranchers whose arrests led to armed occupation of wildlife refuge https://t.co/T0ynHLx3rr,-0.1779,0.122,0.16,0.718,50
350,@FoxNews,Tue Jul 10 14:40:09 +0000 2018,Senate Democrats rally at the Supreme Court to “save women’s reproductive rights and vital health care protections… https://t.co/Xlpp8v3gKy,0.8402,0.375,0.0,0.625,51
351,@FoxNews,Tue Jul 10 14:32:51 +0000 2018,".@KellyannePolls: “If these Democrats…actually look at the qualifications of Judge Brett Kavanaugh, they really hav… https://t.co/tv9WDvGOOw",0.0,0.0,0.0,1.0,52
352,@FoxNews,Tue Jul 10 14:26:13 +0000 2018,TSA finds Python hidden in hard drive at Miami airport https://t.co/cnjnprIapE,-0.1027,0.0,0.123,0.877,53
353,@FoxNews,Tue Jul 10 14:23:31 +0000 2018,.@KellyannePolls: “The president went through a very deliberative process.” @AmericaNewsroom https://t.co/rgOSkls2Xw https://t.co/ltJoJewqzE,0.0,0.0,0.0,1.0,54
354,@FoxNews,Tue Jul 10 14:11:39 +0000 2018,"Earlier today, President @realDonaldTrump congratulated the Thai Navy SEALs and their international partners who re… https://t.co/NHCnGFxFhG",0.0,0.0,0.0,1.0,55
355,@FoxNews,Tue Jul 10 14:09:51 +0000 2018,"Child finds 5 people, include 3 children, shot dead inside Delaware home, neighbor says https://t.co/q0LGqIBMyv",-0.6486,0.0,0.264,0.736,56
356,@FoxNews,Tue Jul 10 13:53:14 +0000 2018,.@OrrinHatch: “I think he’s an excellent choice…I suspect that he’ll be a great addition to the Supreme Court.”… https://t.co/zjFgIDiBch,0.8807,0.413,0.08,0.507,57
357,@FoxNews,Tue Jul 10 13:30:34 +0000 2018,'You'd Think This Would Be Sacred': @EricTrump on St. Jude Family Being Attacked Online for Thanking Him https://t.co/CFFVM4kzaK,-0.4588,0.0,0.15,0.85,58
358,@FoxNews,Tue Jul 10 13:26:18 +0000 2018,".@GOPleader: “Here is a judge who is qualified, who is not an activist judge, he bases it on the Constitution and I… https://t.co/pJNV02us5o",0.0,0.0,0.0,1.0,59
359,@FoxNews,Tue Jul 10 13:19:46 +0000 2018,.@GOPLeader: “This is nothing but a miracle and just a big thank you to all involved.” https://t.co/knPtHRUSkW,-0.2163,0.16,0.202,0.639,60
360,@FoxNews,Tue Jul 10 13:06:07 +0000 2018,Thai cave rescue timeline: The dangerous race to bring trapped soccer team home https://t.co/SfG2adTaV9,-0.4939,0.159,0.312,0.529,61
361,@FoxNews,Tue Jul 10 12:51:55 +0000 2018,"Guatemalan national pays $280 fine for negligent driving in crash that killed FBI agent, fire marshal (via… https://t.co/7MW2rUhNBI",-0.8316,0.071,0.378,0.551,62
362,@FoxNews,Tue Jul 10 12:50:03 +0000 2018,"Trump says Putin summit could be 'easiest' stop of European tour, amid NATO tensions (via @brookefoxnews) https://t.co/Qe9GiZ1ooH",-0.5994,0.0,0.246,0.754,63
363,@FoxNews,Tue Jul 10 12:47:56 +0000 2018,.@MarcusLuttrell: “Where they were at supersedes anything I had ever seen.” https://t.co/gBnx7VSWlo,0.0,0.0,0.0,1.0,64
364,@FoxNews,Tue Jul 10 12:39:27 +0000 2018,"Entire Thai soccer team, coach freed from cave after daring rescue, Navy says; @Jeff_Journalist reports… https://t.co/wGndG0Ltb7",0.8176,0.395,0.0,0.605,65
365,@FoxNews,Tue Jul 10 12:34:53 +0000 2018,.@EricTrump: “Why is it that we have to be the piggy-bank for the entire world?” https://t.co/UGMHqjQpEe,0.0,0.0,0.0,1.0,66
366,@FoxNews,Tue Jul 10 12:31:49 +0000 2018,".@POTUS: “I think that getting along with Russia, getting along with China, getting along with others is a good thi… https://t.co/VGie3gq502",0.4404,0.132,0.0,0.868,67
367,@FoxNews,Tue Jul 10 12:23:53 +0000 2018,.@POTUS: “We’re being taken advantage of by the European Union.” https://t.co/OT1brlJbiq,0.25,0.167,0.0,0.833,68
368,@FoxNews,Tue Jul 10 12:19:06 +0000 2018,".@POTUS: “I have NATO, I have the UK, which is in somewhat turmoil and I have Putin. Frankly, Putin may be the easi… https://t.co/XE1RNYeMRs",-0.2975,0.0,0.095,0.905,69
369,@FoxNews,Tue Jul 10 12:15:09 +0000 2018,.@POTUS: “NATO has not treated us fairly but I think we’ll work something out. We pay far too much.” https://t.co/D5s1DvyqEt,-0.1531,0.0,0.082,0.918,70
370,@FoxNews,Tue Jul 10 12:03:55 +0000 2018,"Grandpa Tries to Film a Marriage Proposal, Accidentally Films Himself Instead https://t.co/xzvdeB8TpP",-0.34,0.0,0.194,0.806,71
371,@FoxNews,Tue Jul 10 11:59:15 +0000 2018,"BREAKING NEWS: All 12 boys and coach from Thai soccer team rescued from flooded cave, Navy SEAL says https://t.co/kEKOXbWGXi",0.4215,0.135,0.0,0.865,72
372,@FoxNews,Tue Jul 10 11:54:26 +0000 2018,.@EricTrump: “We’re going to keep raising money and we’re going to win the fight. We will win the fight against ped… https://t.co/GHU54N2YpL,0.5267,0.247,0.169,0.584,73
373,@FoxNews,Tue Jul 10 11:47:58 +0000 2018,Sherrie Hopper: “Mr. Trump I can’t even express to you how thankful I am.” https://t.co/fsenp7qzRu,0.5719,0.236,0.0,0.764,74
374,@FoxNews,Tue Jul 10 11:38:20 +0000 2018,".@EricTrump: “He’s incredibly well-respected by everyone. He will uphold the Constitution and I’m proud, I think my… https://t.co/CQNBBxt43i",0.4767,0.162,0.0,0.838,75
